Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1995,Oman,,,,,,,,,,,,,,,,294,82653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27544,,,,,,,,,,,663,,,,,,,,,,,,,,,,,,,,,,,282987,12728,,1361,,,,,,,8732,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,59439,,,,,,7180,,,,77,,,,,,,,,,,,,,,595,,,,,,,,,,,,0,,14591,,8625,,,,,,,,,,,,,,,,,,,7470,5188,,,,,,,,,,,,,
1995,Qatar,417,,,,,,,,,,,,,,,91,43199,,,,,,,,,,,,,,,,,,,,,,,,9228,,,,,,,,,,,,,,,,,,,,,,,,271,,,694,,,986,,,,,202,,,,,,,,,,,,,,,,,,,,,,,2975,130606,,,,,,,,,13371,,,,7067,,,,3377,,,,,,,,,,,,,,,,,,,,,,,,1412,,,,,498,442,,,,,282,,,,,,363,,,,,,44332,,,,,,,,,,,,,,,,,,,17817,,,,,,,,,,184,,660,,1033,8393,3452,,,,571,,2329,,,,,,300,2508,,,,,,41796,2677,,879,,,,,,,,,11418,,
1995,Saudi Arabia,170388,,,,,,,,,,,,,,,,491297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366429,,,,,,62534,,,,,,,,,,,,,,,,,,,,,,,,,,,,929709,650793,,33020,,,,,,,92523,,,,,,,,58626,,,,,,,,,,,,,,,,,,,,,,,,,,101950,,,182078,,,,,,,,,,,,570555,,,,,,245507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205566,,183214,,,,313441,,,,,,,,,,,,,,,,,,,,,,,,,,,293143,,
1995,State of Palestine,,,,,,,,,,,,,,,,8161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96052,,,,54057,,,,16322,,,,2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902,,,,,,,,,,,9645,,,,,,,,,,,,,,,20773,,,,,,,,,,,,,,,,,,,,5105,,,,,,,,830,,,,,,,10387,,,8244,,,,,,,,,1452,,
1995,Syrian Arab Republic,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,,289464,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Turkey,9633,1939,378,,,,,,82,465,,2817,10148,9832,,,192,,175,6415,,,,,,,7000,,201,43,,454518,,,,,,835,,,,,25,1020,33,,27,,,,31,,129,24,,9419,663,17,17,1970,,,,,1514,,,,65,44,34,,,,978,12558,,,,,3813,215428,83,,78316,,,27,0,,,,,,,,304,24,304,104,13188,21033,314,,1592,2298,,1415,525,2926,101,,167,1025,,37,662,,,1798,,152,26,,,155,,,24,,,,,,89,,,111,,,274,,21,,,,15095,,169,,,170,,84307,,2081,14,666,,,,,31,341,1999,131,,18,299,1366,,12145,14936,,,,,,,,,,3712,39,,,,116,,184,85,,14,172,,707,21,432,132,,3124,8867,5106,155,85,,,,,,297,,1190,,,,2447,1689,12029,129,12735,,25,4632,,22,17,,,39,,
1995,United Arab Emirates,2088,,,,,,,,,,,,,,,498,219911,,,,,,,,,,,,,,,,,,,,,,,,1361,,,,,,,,,,,,,,,,,,,,,,,,207924,,,4928,,,3470,,,,,1118,,,,,,,,,,,,,,,,,,,,,,,667853,68471,,,,,,,,,35757,,,,16904,,,,7065,,,,,,,,,,,,,,,,,,,,,,,,2496,,,,,2217,1346,,,,,1815,,,,,,225750,,,,,,91840,,,,131,,,,,,,,,,,,,,,1005,,,,,,,,,,3304,,5187,,43576,14868,42130,,,,17252,,2855,,,,,,1505,12534,,,,,,,12845,,4396,,,,,,,,,57044,,
1995,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8886,,,2500,,,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,61684,,0,,,3353,19777,,,,2318,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
1995,Kazakhstan,,,,,,,,,,7156,,,,35661,,,,,61663,,,,,,,,,,,,,,,,,,,,,,,,,1142,,,,,,,,,,,,,,32525,,,,,,,,,,,588,,,,,,,,,,,,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276,,588,,,,,,3785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32244,10999,,,2253497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8351,,,,,,,,27068,555,,,,302168,,,,,,,150058,,,,,,,,
1995,Kyrgyzstan,,,,,,,,,,5997,,,,11702,,,,,24823,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,,,,1058,,,,,,,,,,,1307,,,,,,303,,,,,,8367,10548,,,,,,,,,,,,,,,,,,,,,,,,,,,,31791,,,,,,2122,,,,,,5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6242,,,,1067,6653,,718,284678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13311,,,,,,,,928,2427,,,,69408,,,,,,,16955,,,278,,,,,
1995,Tajikistan,12248,,160,,,,,,,221,,,79,209,,,,,771,,,,,,,,,,,,31,,,,,,,62,,,,,,60,,,,,,,,,,,,,,193,,161,,,,,,,,,,,,,,,,,,,,,753,166,,,,,,,,,,,,,,,,,760,,1473,78,,,,,,,,951,,,,15292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,135,,30,,,,,,46,144,,,,,,,47,,,,,1389,,,294449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,955,744,,,,2520,,387,,338,30,,12829,,,,,,,31,
1995,Turkmenistan,3210,,,,,,,,,9193,,,,9633,,,,,2662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,,,,,,,,,,,,,,,,,,,2204,,,,,,,,,25385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21432,,,,,,,,,,,,,10354,,,,,,,87778,,,,,,,,
1995,Uzbekistan,,,,,,,,,,8402,,,,22987,,,,,33291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14711,,,,,,,,,,,,,,,,,,,,,,,,,,,,25111,,,,5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8292,,,,,,,,,551,,,,153360,,,,,,,,,,,,,,,
1995,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36733,,,,,,,,,,,,,,,,,,,,1836,,,,,,,,
1995,Bangladesh,,,,,,,,,,,,,,,,10375,,,,,,,,,,,,,5387,,,,,,,13190,,,,,,,,131427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18075,84052,,,,,,,,9330,,,,,,,59555,,,,,,,,,,,126263,,,,,,,,,,,,,,,,,228109,,,11361,,,,,,,,,,7022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9063,,,,,,,,,,,,,,,,,11945,,,,,,,,,,,,,,16056,,30085,,,,,,29184,,,,,
1995,Bhutan,,,,,,,,,,,,15,,,,,28,,,,,,,,,,,,,,,,,,,,,20,,,,,,496,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,17,,,,,,15,,,,,,,,,,,,,,,,,24485,,,,,,,7,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,392,11,,13,,,,,,,,,12,,,,,,10,,,,,18,,,,,,,,,,,,,,,,,,,10,,,,,,,,,18,,,,13,13,,,33,,,,,,,,,,,,,,19,,74,,,,,,,,,,,
1995,India,19916,,,,,,,,,,,1964,,,,,4127135,,,,,,,9610,,,,,,,23639,,,,,,,4242,,,,,,98000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,,3628,,,,,,4140,,,,,,,,,,,,,,,,,,1394,2569,900,,,,,,890,,2052,5541,,12149,,,,,,,,,,,,,13758,1027,,,,,,1455,,,,,,,,,,73795,,,591200,,,,,,1038,,,,,,1637255,,,,,,,,323,,,,,,,2547,,,,,,,,,,5767,,,,,7240,,,,,,,,,235785,,,,,,,,,,,,,,,236,,,,1465,,12301,5508,,4490,,,,,,1762,,,,920,
1995,Iran (Islamic Republic of),2029435,,,,,,,,,573,,,,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,237,,,,,,,,,,,,,,,,,,,
1995,Maldives,,,,,,,,,,,,43,36,,,,3574,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,70,,,,,,213,,,,,,,,,,,,,,,,,6418,,,,,,,352,,76,,,,,,,,,7,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,92,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,6212,,,,24,100,,,78,,,,,,,,,,,,,,94,,20,,,,,,,,,,,
1995,Nepal,,,,,,,,,,,,,,,,,577,,,,,,,107664,,,,,,,,,,,,,,,,,,,,25260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Pakistan,1291867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2365884,502,3060,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Sri Lanka,15,,,,,,,,,,,100,,,,50,85,,,,,,,28,,,,,,,,,,,,,,31,,,,,,312,,,,,,,,,,,,31,,,,,,,,,15,,,,,,,,,,6,78,,,,,,83,,,11,,,,,,,,,3,,,,,35506,40,12,4,,,5,637,,107,34,,,,224,,,,94,,,4,,,,,,128,193,,,,,,,,,,,,,,,,,,,43,,,13,,,,,,,14,41,248,,,,,,,,0,,34,77,,,,18,,,,,,,,,,167,,,2,,78,,,,,,33,,3,,,,,39,39,8,,34,,,,,,,4,,,,,,215,182,,87,,,,,,,,,,,
1995,China,,,,,,,,,,,,3091,,,,,2376,,,,,,,,,,,,32797,,,,,,,,,4985,,,,,,,2805,12470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5478,24962,,,,,,,,4732,,,,,,,,,,,,,,,,,,3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2494,,,,,5956,40390,,,,,141332,,,,1607,,,,,,,,,,,,,,,,,,,,,,,,3470,,,,,,,,8390,,,,,,,,,,,,,,5649,,18124,,,,,,19149,,,,,
1995,"China, Hong Kong SAR",,,,,,,,,,,,6799,,,,,332,,,,,,,,,,,,,,,,,,,,,11844,,,,,,1772597,,58769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641,,,,,,1476,,,,,,,,,,,,,,,,,13464,100652,,,520,,,480,,10608,,,,,,,,,,,,,,,,,,11422,,,,,,,,,,,,,,,,,,,,6980,763,,1681,,,,,,,,,5650,,,,,,88179,,82,,,3614,,,,66,,,,,,,,,,,,,,,7388,,,,,,,,300,585,,,,,544,,,14353,,,,,,,,,,,,,,13212,,10698,,,,,,8174,,,,,
1995,"China, Macao SAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189060,12873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074,,3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Dem. People's Republic of Korea,,,,,,,,,,,,112,,,,,86,,,,,,,,,,,,1140,,,,,,,,,179,,,,,,19590,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,904,,,,,,,,173,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,207,1444,,,,,5201,,,,58,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,300,,,,,,,,,,,,,,205,,661,,,,,,699,,,,,
1995,Japan,,,,,,,,,2950,,,6119,390,,,,5003,,,433,,,,,,,,,178865,,,,,,,1461,,7325,,,,,,222311,,,,,,,,,,,,,,,,577,,,,,645,,,,,,,,,,442,3824,,,,,,4017,1187,,,,,,,,,,,,,,,,5584,7052,8764,,869,,,1279,,,,,,,,,,,,,,,,,,,,5428,,,,,,,,,1255,,,,,,,,,,,,834,,2094,,,1269,,,,379,,4818,,,,,36768,75318,585,345,,,660554,,,,2199,,,,,,,,,,,,,,,1575,,,,,,,,1146,2832,,,,860,955,,,16255,,,,,,,,,,,,,,12657,,43792,,,,,,9224,,,,,
1995,Mongolia,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,1,,,,,,28,,,,,,1821,,,,,,,,,,,,,6,56,,,,,,,,,,,,,,,,,21,12,,,,,,54,,,,,,,,,,,,,,,0,,26,,,,1,,,3,,134,,583,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,13,,,,,,33,4,,,,304,,,,3042,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,120,,,,,,,71,,272,,6,,,,11,,,,,
1995,Republic of Korea,,,,,,,,,,,,631,,,,,4103,,,,,,,,,,,,,,,,,,,20,,1818,,,,,,48299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,,,,,,799,,,,,,,,,,,,,,,,,849,8121,,,,,,,,8709,,608,,,,0,,,,,,,,,,,,149,,,,,,,,,,,,703,,,,,552,,,956,,,558,,,150,,,,,,1674,,,,,,7943,,,,,,,,,1266,,,,,,,,,,,,,,,,,,,,,190,,,1258,,,,,,,,1588,,,,,,,,,,,,,,855,,16092,,,1823,,,7664,,,,,
1995,Brunei Darussalam,,,,,,,,,,,,372,,,,,908,,,,,,,,,,,,,,,,,,,,,,,,,,,1718,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742,4551,,,,,,,,138,,,,,,,,,,,,,,,,,,42782,,,,,,,,,,,,,,,,,,,,4337,268,,156,,,,,,,,,574,,,,,,10226,,,,,141,,,,,,,,,,,,,,,,,,,1472,,,,,,,,,916,,,,,,,,10047,,,,,,,,,,,,,,1961,,129,,,,,,,,,,,
1995,Cambodia,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,1853,142,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,336,,,,,,47,,,,,,,,,,,,,,,,,116,129,,,,,,19,,152,,,,,,,317,,,,,,,,,,,210,,,,,,,,,,,,,,,,,63,,,55,37,,,,,,,,,,,50,,,,,,186,,,,,68,,,,37,,,,,,,,,,,,,,,150,,,,,,,,,58,,,,,,,,37488,,,,,,,,,,,,,,113,,239,,,,,,44367,,,,,
1995,Indonesia,,,,,,,,,,,,3945,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,170906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5172,,,,,,,,,8293,3209,,,,,,,,,,,9170,,,,,,3577,,,,,,,,,,,,,,,,,,,,,614,,,,,,,,,,,3629,,,,,,2297,,,,,7189,,,,,,,,,,,,,,3668,,,,,2875,,,,,,,,,,,,,,,2292,,964,71378,,,,,,,,,,,,,13817,,5786,,,,,,,,,,,
1995,Lao People's Democratic Republic,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,1362,,,,,,,,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060,,,,,,,,,,,,,,,,,,,,,,13368,,,,,
1995,Malaysia,36,,,,,,,,,,,2118,,,,,33453,,,,,,,,,,,,,,2956,,,,,1770,,,,,,,,65974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46325,421423,,72,,,,,,6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10170,,,27097,,,853,,,,,,,,,4484,,,,,,123116,,,,,1366,,,,,,,,,,,,,,,,,,,33418,,,,,121,,,,1366,,,,,,,,29090,,,,,,,,,,,,,,3930,,,,,,,,28668,,,,,
1995,Myanmar,,,,,,,,,,,,,,,,,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,55637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Philippines,33,566,1069,,,781,,,43,41,12,1269,123,,,25,94,,,102,,,,,145,,,,165,,142,,,,16,10130,,845,,,,,12,72391,263,,209,,162,,28,,,,,,,1777,1,244,,,,141,44,,,,,,,,,,12,265,,,,,,947,10,,25,,,,78,12,,,,,,,4,0,3513,5049,285,24,44,,79,278,,3890,244,,5,,63,,5815,,40,,,43,,,,,,329,,,,,,,,,41,,,,,,,,74,,,99,110,,157,,,60,,,,134,125,352,4,,12,,8,,16,33,10,36,798,,,2,30,,,,,,,,,,305,,,,,178,,,,,,250,,345,57,,22,37,133,336,25,,242,9,,,,,22,271,,,,,,133,8112,,23882,,,,,,24458,,,,,
1995,Singapore,,,,,,,,,,,,3577,,,,,18587,,,,,,,,,,,,,,,,,,,,,816,,,,,,191075,31708,10309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29739,34241,,,,,,,,,,,,,,,,,,,,,,,,,,431854,,,,,,,,,,,,,,,,,,,,,,,1389,,,,,,,,,26021,,,,,,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078,,,,,,,,3032,,,,,,,,,,,,,,,,3949,,,,,,,,,,,
1995,Thailand,9,,,,,,,,,,,991,,,,,1211,,,,,,,,,,,,,,,,,,,102948,,826,,,,,,116,,,,,,,,0,,,,,,0,0,392,,,,,0,,,,,,0,,,,,1220,,,,,,2303,,,,,,,,,,,,,,,,,5665,495,9,16,,,,598,,9092,,,,,,,205957,,,,0,,,,,,,1170,,,,,,,,,,,,,,,,,436777,,,9634,252,,2194,,,,,,,732,,1820,,,,,,1146,,88,,,784,,,,,0,,,,,,,,,0,,,,,730,,,,,9,,,,6348,1,0,,416,619,,,,,0,,,,,0,,,,0,,,36,,2742,,,,,,12336,,,0,,0
1995,Timor-Leste,,,,,,,,,,,,451,,,,,112,,,,,,,,,,,,165,,,,,,,,,,,,,,,1012,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4893,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,207,,,,,,629,,281,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,64,,,,,,176,,,,,
1995,Viet Nam,,,,,,,,,,,,28,,,,,523,,,,,,,,,,,,,,,,,,,34400,,77,,,,,,1192,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,350,2197,,,,,,,,224,,,,,,,1889,,,,,,,,,,,33,,,,,,,,,,,,,,,,,2690,,,299,,,,,,,,,,,,70,,,,,,29,,,,,75,,,,,,,,,,,,,,,,,,,522,,,,,,,,,114,,,,,,,,2995,,,,,,,,,,,,,,1230,,585,,,,,,,,,,,
1995,Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,277,247,,,,,,,,,,
1995,Antigua and Barbuda,,,,,,,25,,,,6,7,,,4,,,226,,,10,,10,,,7,,,,73,,,,,,,,287,,,,,,84,,,,,,,,,,15,13,,,,,,,3170,1044,,10,,,,,,38,,,,,33,4,,,,,57,18,,,,137,54,,,,,3489,19,,5,,,49,,,,,,,54,1832,10,,,,,,,,,46,,,,,,,,,,,,,,5,,,,4,,,,,890,,,,,,,15,,7,,,34,,,,,,4,,,,,,,,,37,,,,,,,,,430,474,,616,,,,,,,,,,14,,,,,28,,8,,,,23,,,171,,,,,,,474,,,,5,,,,,720,,1733,440,,,,22,,,,,,
1995,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,435,,,4446,,,,,,,,1095,,,,,,,134,2829,,,,,,,,,,,,,,,,,,,,,,,,285,,,,,,202,660,,,,,98,,,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2885,,,48,,,,,,,,,,,,,540,486,,183,,,,,,,,,,,,,178,,,,,,,,,,313,,,,,,,,,,,997,,,,,,,,,,,,63,,,,,,,,,553,,,,,2000,,,,,,
1995,Bahamas,,,,,,,,10,8,,,46,18,,,,,171,,14,22,,23,,,,,0,41,8,,0,,,,,,1040,9,,,,8,80,35,,30,,,,38,,,79,,,,,,22,,41,64,12,8,4,,,0,0,,,,,,89,,,,,,190,44,,63,,27,,,8,,,550,15759,,10,,,194,7,,,62,,,86,3282,22,,,5,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,33,,16,8,,61,,,,11,,13,,15,,,41,103,10,5,,,,,,12,14,,,12,41,,21,,,,,,,,,,,,,,,54,,40,16,,,,21,120,,,,,,,,299,,,,1284,,0,0,,1834,,4294,,2,,,20,,,,,,0
